graph,variant,gpu,bucket,capacity,writes,reads,no_wrap
E,M2-shortcut,1,5,16776704,282273,282273,1
E,M2-shortcut,1,6,16776704,314176,314176,1
E,M2-shortcut,1,7,16776704,138055,138055,1
E,M2-shortcut,1,8,16776704,90003,90003,1
E,M2-shortcut,1,9,16776704,59538,59538,1
E,M2-shortcut,1,10,16776704,52840,52840,1
E,M2-shortcut,1,11,16776704,88336,88336,1
E,M2-shortcut,1,12,16776704,63344,63344,1
E,M2-shortcut,1,13,16776704,40582,40582,1
E,M2-shortcut,1,14,16776704,35840,35840,1
E,M2-shortcut,1,15,16776704,29004,29004,1
E,M2-shortcut,0,0,16776704,63880,63880,1
E,M2-shortcut,0,1,16776704,43908,43908,1
E,M2-shortcut,0,2,16776704,52709,52709,1
E,M2-shortcut,0,3,16776704,48506,48506,1
E,M2-shortcut,0,4,16776704,63286,63286,1
E,M2-shortcut,0,5,16776704,69384,69384,1
E,M2-shortcut,0,6,16776704,89121,89121,1
E,M2-shortcut,0,7,16776704,125824,125824,1
E,M2-shortcut,0,8,16776704,125203,125203,1
E,M2-shortcut,0,9,16776704,103437,103437,1
E,M2-shortcut,0,10,16776704,126343,126343,1
E,M2-shortcut,0,11,16776704,104319,104319,1
E,M2-shortcut,0,12,16776704,102336,102336,1
E,M2-shortcut,0,13,16776704,61519,61519,1
E,M2-shortcut,0,14,16776704,69285,69285,1
E,M2-shortcut,0,15,16776704,86614,86614,1
W,M1-original,0,0,16776704,151241,151241,1
W,M1-original,0,1,16776704,182909,182909,1
W,M1-original,0,2,16776704,134833,134833,1
W,M1-original,0,3,16776704,158495,158495,1
W,M1-original,0,4,16776704,165859,165859,1
W,M1-original,0,5,16776704,137870,137870,1
W,M1-original,0,6,16776704,145960,145960,1
W,M1-original,0,7,16776704,181773,181773,1
W,M1-original,0,8,16776704,194319,194319,1
W,M1-original,0,9,16776704,198794,198794,1
W,M1-original,0,10,16776704,176820,176820,1
W,M1-original,0,11,16776704,151013,151013,1
W,M1-original,0,12,16776704,189905,189905,1
W,M1-original,0,13,16776704,186935,186935,1
W,M1-original,0,14,16776704,136500,136500,1
W,M1-original,0,15,16776704,131193,131193,1
W,M1-shortcut,0,0,16776704,205915,205915,1
W,M1-shortcut,0,1,16776704,270935,270935,1
W,M1-shortcut,0,2,16776704,204079,204079,1
W,M1-shortcut,0,3,16776704,167103,167103,1
W,M1-shortcut,0,4,16776704,184925,184925,1
W,M1-shortcut,0,5,16776704,159277,159277,1
W,M1-shortcut,0,6,16776704,175017,175017,1
W,M1-shortcut,0,7,16776704,216427,216427,1
W,M1-shortcut,0,8,16776704,256379,256379,1
W,M1-shortcut,0,9,16776704,213999,213999,1
W,M1-shortcut,0,10,16776704,191862,191862,1
W,M1-shortcut,0,11,16776704,191483,191483,1
W,M1-shortcut,0,12,16776704,247051,247051,1
W,M1-shortcut,0,13,16776704,238911,238911,1
W,M1-shortcut,0,14,16776704,181644,181644,1
W,M1-shortcut,0,15,16776704,174995,174995,1
W,M2-original,1,0,16776704,82116,82116,1
W,M2-original,1,1,16776704,74743,74743,1
W,M2-original,1,2,16776704,62508,62508,1
W,M2-original,1,3,16776704,507994,507994,1
W,M2-original,1,4,16776704,58108,58108,1
W,M2-original,1,5,16776704,54666,54666,1
W,M2-original,1,6,16776704,60265,60265,1
W,M2-original,1,7,16776704,64153,64153,1
W,M2-original,1,8,16776704,97751,97751,1
W,M2-original,1,9,16776704,111351,111351,1
W,M2-original,1,10,16776704,84714,84714,1
W,M2-original,1,11,16776704,85541,85541,1
W,M2-original,1,12,16776704,123616,123616,1
W,M2-original,1,13,16776704,110970,110970,1
W,M2-original,1,14,16776704,64162,64162,1
W,M2-original,1,15,16776704,68072,68072,1
W,M2-original,0,0,16776704,75138,75138,1
W,M2-original,0,1,16776704,77661,77661,1
W,M2-original,0,2,16776704,59089,59089,1
W,M2-original,0,3,16776704,87929,87929,1
W,M2-original,0,4,16776704,99090,99090,1
W,M2-original,0,5,16776704,65548,65548,1
W,M2-original,0,6,16776704,58826,58826,1
W,M2-original,0,7,16776704,56739,56739,1
W,M2-original,0,8,16776704,69434,69434,1
W,M2-original,0,9,16776704,66287,66287,1
W,M2-original,0,10,16776704,77830,77830,1
W,M2-original,0,11,16776704,74038,74038,1
W,M2-original,0,12,16776704,69020,69020,1
W,M2-original,0,13,16776704,82563,82563,1
W,M2-original,0,14,16776704,75815,75815,1
W,M2-original,0,15,16776704,62800,62800,1
W,M2-shortcut,1,0,16776704,102681,102681,1
W,M2-shortcut,1,1,16776704,101007,101007,1
W,M2-shortcut,1,2,16776704,85234,85234,1
W,M2-shortcut,1,3,16776704,66034,66034,1
W,M2-shortcut,1,4,16776704,76835,76835,1
W,M2-shortcut,1,5,16776704,82829,82829,1
W,M2-shortcut,1,6,16776704,88075,88075,1
W,M2-shortcut,1,7,16776704,101536,101536,1
W,M2-shortcut,1,8,16776704,124229,124229,1
W,M2-shortcut,1,9,16776704,135512,135512,1
W,M2-shortcut,1,10,16776704,100315,100315,1
W,M2-shortcut,1,11,16776704,104882,104882,1
W,M2-shortcut,1,12,16776704,887411,887411,1
W,M2-shortcut,1,13,16776704,123382,123382,1
W,M2-shortcut,1,14,16776704,78522,78522,1
W,M2-shortcut,1,15,16776704,83060,83060,1
W,M2-shortcut,0,0,16776704,87389,87389,1
W,M2-shortcut,0,1,16776704,94943,94943,1
W,M2-shortcut,0,2,16776704,67805,67805,1
W,M2-shortcut,0,3,16776704,83060,83060,1
W,M2-shortcut,0,4,16776704,100342,100342,1
W,M2-shortcut,0,5,16776704,68715,68715,1
W,M2-shortcut,0,6,16776704,74635,74635,1
W,M2-shortcut,0,7,16776704,77508,77508,1
W,M2-shortcut,0,8,16776704,78176,78176,1
W,M2-shortcut,0,9,16776704,55609,55609,1
W,M2-shortcut,0,10,16776704,63000,63000,1
W,M2-shortcut,0,11,16776704,54314,54314,1
W,M2-shortcut,0,12,16776704,82817,82817,1
W,M2-shortcut,0,13,16776704,108722,108722,1
W,M2-shortcut,0,14,16776704,101171,101171,1
W,M2-shortcut,0,15,16776704,88926,88926,1
USA,M1-original,0,0,16776704,821517,821517,1
USA,M1-original,0,1,16776704,717330,717330,1
USA,M1-original,0,2,16776704,709734,709734,1
USA,M1-original,0,3,16776704,781909,781909,1
USA,M1-original,0,4,16776704,693707,693707,1
USA,M1-original,0,5,16776704,587780,587780,1
USA,M1-original,0,6,16776704,531042,531042,1
USA,M1-original,0,7,16776704,542675,542675,1
USA,M1-original,0,8,16776704,657913,657913,1
USA,M1-original,0,9,16776704,657001,657001,1
USA,M1-original,0,10,16776704,662155,662155,1
USA,M1-original,0,11,16776704,665164,665164,1
USA,M1-original,0,12,16776704,633267,633267,1
USA,M1-original,0,13,16776704,622576,622576,1
USA,M1-original,0,14,16776704,656435,656435,1
USA,M1-original,0,15,16776704,759676,759676,1
USA,M1-shortcut,0,0,16776704,1000545,1000545,1
USA,M1-shortcut,0,1,16776704,912325,912325,1
USA,M1-shortcut,0,2,16776704,893355,893355,1
USA,M1-shortcut,0,3,16776704,841674,841674,1
USA,M1-shortcut,0,4,16776704,806684,806684,1
USA,M1-shortcut,0,5,16776704,728647,728647,1
USA,M1-shortcut,0,6,16776704,723540,723540,1
USA,M1-shortcut,0,7,16776704,726471,726471,1
USA,M1-shortcut,0,8,16776704,795428,795428,1
USA,M1-shortcut,0,9,16776704,812165,812165,1
USA,M1-shortcut,0,10,16776704,817427,817427,1
USA,M1-shortcut,0,11,16776704,893714,893714,1
USA,M1-shortcut,0,12,16776704,885839,885839,1
USA,M1-shortcut,0,13,16776704,822862,822862,1
USA,M1-shortcut,0,14,16776704,806047,806047,1
USA,M1-shortcut,0,15,16776704,911662,911662,1
USA,M2-original,1,0,16776704,366904,366904,1
USA,M2-original,1,1,16776704,279546,279546,1
USA,M2-original,1,2,16776704,256501,256501,1
USA,M2-original,1,3,16776704,261974,261974,1
USA,M2-original,1,4,16776704,249509,249509,1
USA,M2-original,1,5,16776704,181924,181924,1
USA,M2-original,1,6,16776704,183673,183673,1
USA,M2-original,1,7,16776704,216975,216975,1
USA,M2-original,1,8,16776704,291437,291437,1
USA,M2-original,1,9,16776704,304474,304474,1
USA,M2-original,1,10,16776704,280934,280934,1
USA,M2-original,1,11,16776704,283507,283507,1
USA,M2-original,1,12,16776704,300047,300047,1
USA,M2-original,1,13,16776704,296913,296913,1
USA,M2-original,1,14,16776704,279745,279745,1
USA,M2-original,1,15,16776704,354713,354713,1
USA,M2-original,0,0,16776704,344734,344734,1
USA,M2-original,0,1,16776704,371740,371740,1
USA,M2-original,0,2,16776704,428264,428264,1
USA,M2-original,0,3,16776704,404513,404513,1
USA,M2-original,0,4,16776704,367185,367185,1
USA,M2-original,0,5,16776704,368017,368017,1
USA,M2-original,0,6,16776704,337407,337407,1
USA,M2-original,0,7,16776704,333484,333484,1
USA,M2-original,0,8,16776704,337224,337224,1
USA,M2-original,0,9,16776704,320940,320940,1
USA,M2-original,0,10,16776704,307699,307699,1
USA,M2-original,0,11,16776704,352640,352640,1
USA,M2-original,0,12,16776704,380760,380760,1
USA,M2-original,0,13,16776704,357985,357985,1
USA,M2-original,0,14,16776704,369749,369749,1
USA,M2-original,0,15,16776704,336031,336031,1
USA,M2-shortcut,0,0,16776704,424186,424186,1
USA,M2-shortcut,0,1,16776704,441835,441835,1
USA,M2-shortcut,0,2,16776704,524570,524570,1
USA,M2-shortcut,0,3,16776704,560139,560139,1
USA,M2-shortcut,0,4,16776704,527872,527872,1
USA,M2-shortcut,0,5,16776704,527723,527723,1
USA,M2-shortcut,0,6,16776704,477842,477842,1
USA,M2-shortcut,0,7,16776704,473679,473679,1
USA,M2-shortcut,0,8,16776704,483357,483357,1
USA,M2-shortcut,0,9,16776704,448063,448063,1
USA,M2-shortcut,0,10,16776704,418010,418010,1
USA,M2-shortcut,0,11,16776704,456746,456746,1
USA,M2-shortcut,0,12,16776704,457259,457259,1
USA,M2-shortcut,0,13,16776704,458810,458810,1
USA,M2-shortcut,0,14,16776704,477545,477545,1
USA,M2-shortcut,0,15,16776704,448268,448268,1
USA,M2-shortcut,1,0,16776704,482035,482035,1
USA,M2-shortcut,1,1,16776704,427047,427047,1
USA,M2-shortcut,1,2,16776704,394226,394226,1
USA,M2-shortcut,1,3,16776704,392893,392893,1
USA,M2-shortcut,1,4,16776704,335695,335695,1
USA,M2-shortcut,1,5,16776704,241747,241747,1
USA,M2-shortcut,1,6,16776704,237496,237496,1
USA,M2-shortcut,1,7,16776704,294710,294710,1
USA,M2-shortcut,1,8,16776704,358239,358239,1
USA,M2-shortcut,1,9,16776704,415461,415461,1
USA,M2-shortcut,1,10,16776704,442950,442950,1
USA,M2-shortcut,1,11,16776704,416629,416629,1
USA,M2-shortcut,1,12,16776704,364042,364042,1
USA,M2-shortcut,1,13,16776704,350657,350657,1
USA,M2-shortcut,1,14,16776704,326774,326774,1
USA,M2-shortcut,1,15,16776704,429780,429780,1
